if_plate_id,position,sample,antibody,gene_names,locations
188,B7,1,HPA021536,LRCH1,"Nucleoli,Cytoplasm,Cytoskeleton (Actin filaments)"
188,B7,2,HPA021536,LRCH1,"Nucleoli,Cytoplasm,Cytoskeleton (Actin filaments)"
188,B9,1,HPA021509,ENTPD8,"Cytoplasm,Nucleoplasm"
188,B9,2,HPA021509,ENTPD8,"Cytoplasm,Nucleoplasm"
188,C11,1,HPA022476,ECHS1,Mitochondria
188,C11,2,HPA022476,ECHS1,Mitochondria
188,C2,1,HPA021030,CPA4,"Cytoplasm,Nucleoplasm"
188,C2,2,HPA021030,CPA4,"Cytoplasm,Nucleoplasm"
188,C3,1,HPA020586,BAG3,"Plasma membrane,Cytoplasm"
188,C3,2,HPA020586,BAG3,"Plasma membrane,Cytoplasm"
188,C4,1,HPA021323,GCC1,Golgi apparatus
188,C4,2,HPA021323,GCC1,Golgi apparatus
188,C9,3,HPA021851,PRKCZ,"Plasma membrane,Cytoplasm"
188,C9,4,HPA021851,PRKCZ,"Plasma membrane,Cytoplasm"
188,D10,1,HPA022008,SPAG5,"Cytoplasm,Nucleoplasm"
188,D10,2,HPA022008,SPAG5,"Cytoplasm,Nucleoplasm"
188,D12,1,HPA022243,C9orf9,Mitochondria
188,D12,2,HPA022243,C9orf9,Mitochondria
188,D2,1,HPA020996,PLAA,"Plasma membrane,Cytoplasm,Nucleoplasm"
188,D2,2,HPA020996,PLAA,"Plasma membrane,Cytoplasm,Nucleoplasm"
188,D5,1,HPA021415,MYO19,Cytoplasm
188,D5,2,HPA021415,MYO19,Cytoplasm
188,D7,1,HPA021197,ZNF614,"Cytoplasm,Vesicles,Nucleoplasm"
188,D7,2,HPA021197,ZNF614,"Cytoplasm,Vesicles,Nucleoplasm"
188,E3,1,HPA020952,PHPT1,Cytoplasm
188,E3,2,HPA020952,PHPT1,Cytoplasm
188,E4,1,HPA021684,UBAP2,Cytoplasm
188,E4,2,HPA021684,UBAP2,Cytoplasm
188,E8,1,HPA021371,FAM131B,"Cytoplasm,Nucleoplasm"
188,E8,2,HPA021371,FAM131B,"Cytoplasm,Nucleoplasm"
188,F1,1,HPA021047,LRRC14,"Cytoplasm,Nucleoplasm"
188,F1,2,HPA021047,LRRC14,"Cytoplasm,Nucleoplasm"
188,F10,1,HPA021575,TRIM65,"Vesicles,Nucleoplasm"
188,F10,2,HPA021575,TRIM65,"Vesicles,Nucleoplasm"
188,F11,1,HPA022248,PRPF4,Nucleoplasm
188,F11,2,HPA022248,PRPF4,Nucleoplasm
188,F12,1,HPA021989,ANAPC11,Nucleoplasm
188,F12,2,HPA021989,ANAPC11,Nucleoplasm
188,F2,1,HPA020975,ZNF233,Nucleoplasm
188,F2,2,HPA020975,ZNF233,Nucleoplasm
188,F5,1,HPA021417,FAM129B,"Cytoplasm,Nucleoplasm"
188,F5,2,HPA021417,FAM129B,"Cytoplasm,Nucleoplasm"
188,F6,1,HPA021649,DNAI1,"Cytoplasm,Nucleoplasm"
188,F6,2,HPA021649,DNAI1,"Cytoplasm,Nucleoplasm"
188,F8,1,HPA021831,KIF1C,Nucleoplasm
188,F8,2,HPA021831,KIF1C,Nucleoplasm
188,F9,1,HPA022138,STXBP4,Cytoskeleton (Intermediate filaments)
188,F9,2,HPA022138,STXBP4,Cytoskeleton (Intermediate filaments)
188,G1,1,HPA020912,AMACR,"Plasma membrane,Vesicles"
188,G1,2,HPA020912,AMACR,"Plasma membrane,Vesicles"
188,G11,3,HPA022130,ECI2,"Mitochondria,Vesicles"
188,G11,4,HPA022130,ECI2,"Mitochondria,Vesicles"
188,G2,1,HPA021176,CCBL1,Cytoplasm
188,G2,2,HPA021176,CCBL1,Cytoplasm
188,G7,3,HPA021431,RASEF,Cytoskeleton (Microtubules)
188,G7,4,HPA021431,RASEF,Cytoskeleton (Microtubules)
188,G8,1,HPA021517,ING2,"Golgi apparatus,Nucleoplasm"
188,G8,2,HPA021517,ING2,"Golgi apparatus,Nucleoplasm"
188,H1,1,HPA021012,ATIC,"Plasma membrane,Cytoplasm"
188,H1,2,HPA021012,ATIC,"Plasma membrane,Cytoplasm"
188,H11,1,HPA022420,WBSCR27,NULL
188,H11,2,HPA022420,WBSCR27,NULL
188,H2,1,HPA020124,UBN2,"Golgi apparatus,Nucleoplasm"
188,H2,3,HPA020124,UBN2,"Golgi apparatus,Nucleoplasm"
188,H9,1,HPA022141,CDK5RAP3,"Nucleoli,Cytoplasm"
188,H9,2,HPA022141,CDK5RAP3,"Nucleoli,Cytoplasm"
189,A10,1,HPA020961,HINT2,Mitochondria
189,A10,2,HPA020961,HINT2,Mitochondria
189,A11,1,HPA020549,SHMT2,"Mitochondria,Cytoskeleton (Microtubules)"
189,A11,2,HPA020549,SHMT2,"Mitochondria,Cytoskeleton (Microtubules)"
189,A12,1,HPA020734,AASS,"Mitochondria,Vesicles"
189,A12,2,HPA020734,AASS,"Mitochondria,Vesicles"
189,A2,1,HPA023004,C17orf53,"Cytoplasm,Nucleoplasm"
189,A2,2,HPA023004,C17orf53,"Cytoplasm,Nucleoplasm"
189,A3,1,HPA021942,MAGEA4,Nuclear speckles
189,A3,2,HPA021942,MAGEA4,Nuclear speckles
189,A4,1,HPA022133,TP53BP1,Nuclear bodies
189,A4,2,HPA022133,TP53BP1,Nuclear bodies
189,A5,1,HPA021633,EFCAB13,"Cytoplasm,Nuclear bodies"
189,A5,2,HPA021633,EFCAB13,"Cytoplasm,Nuclear bodies"
189,A7,1,HPA021332,NQO2,"Cytoplasm,Nucleoplasm"
189,A7,2,HPA021332,NQO2,"Cytoplasm,Nucleoplasm"
189,A8,1,HPA021191,CROCC,Centrosome
189,A8,2,HPA021191,CROCC,Centrosome
189,A9,1,HPA020225,HBP1,Nucleoplasm
189,A9,2,HPA020225,HBP1,Nucleoplasm
189,B11,1,HPA020344,CWC27,Nucleoplasm
189,B11,2,HPA020344,CWC27,Nucleoplasm
189,B4,1,HPA022134,ATF2,Nucleoplasm
189,B4,2,HPA022134,ATF2,Nucleoplasm
189,B5,1,HPA021178,GOLGA2,Golgi apparatus
189,B5,2,HPA021178,GOLGA2,Golgi apparatus
189,B6,1,HPA021643,TACO1,Mitochondria
189,B6,2,HPA021643,TACO1,Mitochondria
189,C1,1,HPA022957,B9D1,"Cytoplasm,Nucleoplasm"
189,C1,2,HPA022957,B9D1,"Cytoplasm,Nucleoplasm"
189,C11,1,HPA020357,TSPAN33,Cytoskeleton (Microtubules)
189,C11,2,HPA020357,TSPAN33,Cytoskeleton (Microtubules)
189,C3,1,HPA021882,LRRC46,Cytoplasm
189,C3,2,HPA021882,LRRC46,Cytoplasm
189,C6,1,HPA021626,TACO1,"Mitochondria,Nucleoplasm"
189,C6,2,HPA021626,TACO1,"Mitochondria,Nucleoplasm"
189,C9,1,HPA021310,C9orf43,Cytoplasm
189,C9,2,HPA021310,C9orf43,Cytoplasm
189,D1,1,HPA021557,SMCR8,Nucleoplasm
189,D1,2,HPA021557,SMCR8,Nucleoplasm
189,D10,1,HPA020856,BCL2L12,Cytoplasm
189,D10,2,HPA020856,BCL2L12,Cytoplasm
189,D11,1,HPA020375,ZNF783,"Plasma membrane,Cytoplasm"
189,D11,2,HPA020375,ZNF783,"Plasma membrane,Cytoplasm"
189,D12,1,HPA020637,AASS,"Mitochondria,Vesicles"
189,D12,2,HPA020637,AASS,"Mitochondria,Vesicles"
189,D3,1,HPA021878,EIF4A3,Nucleoplasm
189,D3,2,HPA021878,EIF4A3,Nucleoplasm
189,D4,1,HPA022015,CDR2L,Cytoplasm
189,D4,2,HPA022015,CDR2L,Cytoplasm
189,D5,1,HPA021284,FAM129B,"Plasma membrane,Cytoplasm,Nucleoplasm"
189,D5,2,HPA021284,FAM129B,"Plasma membrane,Cytoplasm,Nucleoplasm"
189,D8,1,HPA020584,ERMP1,"Nucleus,Nucleoli"
189,D8,2,HPA020584,ERMP1,"Nucleus,Nucleoli"
189,E1,1,HPA022925,MRPL50,Cytoplasm
189,E1,2,HPA022925,MRPL50,Cytoplasm
189,E10,1,HPA020870,GUCY1B3,Cytoplasm
189,E10,2,HPA020870,GUCY1B3,Cytoplasm
189,E11,1,HPA020136,SERPINB5,"Plasma membrane,Vesicles"
189,E11,2,HPA020136,SERPINB5,"Plasma membrane,Vesicles"
189,E2,1,HPA021865,ASMTL,Cytoplasm
189,E2,2,HPA021865,ASMTL,Cytoplasm
189,E4,1,HPA021603,TP53BP2,"Cytoplasm,Cell Junctions,Nuclear bodies"
189,E4,2,HPA021603,TP53BP2,"Cytoplasm,Cell Junctions,Nuclear bodies"
189,E5,1,HPA021527,MCM3AP,"Nuclear membrane,Cytoplasm"
189,E5,2,HPA021527,MCM3AP,"Nuclear membrane,Cytoplasm"
189,E8,1,HPA020999,GIGYF1,Vesicles
189,E8,2,HPA020999,GIGYF1,Vesicles
189,F11,1,HPA020324,RRP1B,Nucleoli
189,F11,2,HPA020324,RRP1B,Nucleoli
189,F2,1,HPA021573,ZNF750,"Nucleus,Vesicles"
189,F2,2,HPA021573,ZNF750,"Nucleus,Vesicles"
189,F5,1,HPA021624,ACTL7A,"Nucleus,Nucleoli"
189,F5,2,HPA021624,ACTL7A,"Nucleus,Nucleoli"
189,F9,1,HPA020853,ZNF250,Nuclear speckles
189,F9,2,HPA020853,ZNF250,Nuclear speckles
189,G1,1,HPA022416,TWISTNB,"Nucleus,Nucleoli (Fibrillar center)"
189,G1,2,HPA022416,TWISTNB,"Nucleus,Nucleoli (Fibrillar center)"
189,G10,1,HPA020397,AGBL3,Cytoplasm
189,G10,2,HPA020397,AGBL3,Cytoplasm
189,G2,1,HPA021593,PECR,Vesicles
189,G2,2,HPA021593,PECR,Vesicles
189,G3,1,HPA022479,SPAG5,"Cytoplasm,Nuclear bodies"
189,G3,2,HPA022479,SPAG5,"Cytoplasm,Nuclear bodies"
189,G4,1,HPA021995,ECHS1,Mitochondria
189,G4,2,HPA021995,ECHS1,Mitochondria
189,G5,1,HPA021571,PDCL,Cytoplasm
189,G5,2,HPA021571,PDCL,Cytoplasm
189,G7,1,HPA021325,C9orf135,"Nucleoli,Cytoplasm"
189,G7,2,HPA021325,C9orf135,"Nucleoli,Cytoplasm"
189,H11,1,HPA020381,SLC25A25,"Mitochondria,Vesicles"
189,H11,2,HPA020381,SLC25A25,"Mitochondria,Vesicles"
189,H3,1,HPA022283,ZNF462,Nucleoplasm
189,H3,2,HPA022283,ZNF462,Nucleoplasm
189,H5,1,HPA021768,RBM33,Nucleoplasm
189,H5,2,HPA021768,RBM33,Nucleoplasm
189,H7,1,HPA021275,LRGUK,"Cytoplasm,Nucleoplasm"
189,H7,2,HPA021275,LRGUK,"Cytoplasm,Nucleoplasm"
189,H8,1,HPA021088,ZCCHC7,"Nucleoli,Cytoplasm"
189,H8,2,HPA021088,ZCCHC7,"Nucleoli,Cytoplasm"
189,H9,1,HPA020992,CHPF2,"Cytoplasm,Nucleoplasm"
189,H9,2,HPA020992,CHPF2,"Cytoplasm,Nucleoplasm"
190,A10,1,HPA020961,HINT2,Mitochondria
190,A10,2,HPA020961,HINT2,Mitochondria
190,A11,1,HPA020549,SHMT2,Mitochondria
190,A11,2,HPA020549,SHMT2,Mitochondria
190,A12,1,HPA020734,AASS,"Mitochondria,Vesicles"
190,A12,2,HPA020734,AASS,"Mitochondria,Vesicles"
190,A2,1,HPA023004,C17orf53,"Cytoplasm,Nucleoplasm"
190,A2,2,HPA023004,C17orf53,"Cytoplasm,Nucleoplasm"
190,A3,1,HPA021942,MAGEA4,"Cytoplasm,Nuclear speckles"
190,A3,2,HPA021942,MAGEA4,"Cytoplasm,Nuclear speckles"
190,A4,1,HPA022133,TP53BP1,Nuclear bodies
190,A4,2,HPA022133,TP53BP1,Nuclear bodies
190,A5,1,HPA021633,EFCAB13,"Cytoplasm,Nuclear bodies"
190,A5,2,HPA021633,EFCAB13,"Cytoplasm,Nuclear bodies"
190,A7,1,HPA021332,NQO2,"Cytoplasm,Nucleoplasm"
190,A7,2,HPA021332,NQO2,"Cytoplasm,Nucleoplasm"
190,A8,1,HPA021191,CROCC,"Cytoplasm,Centrosome"
190,A8,2,HPA021191,CROCC,"Cytoplasm,Centrosome"
190,A9,1,HPA020225,HBP1,Nucleoplasm
190,A9,2,HPA020225,HBP1,Nucleoplasm
190,B11,1,HPA020344,CWC27,Nucleoplasm
190,B11,2,HPA020344,CWC27,Nucleoplasm
190,B4,1,HPA022134,ATF2,Nucleoplasm
190,B4,2,HPA022134,ATF2,Nucleoplasm
190,B5,1,HPA021178,GOLGA2,Golgi apparatus
190,B5,2,HPA021178,GOLGA2,Golgi apparatus
190,B6,1,HPA021643,TACO1,Mitochondria
190,B6,2,HPA021643,TACO1,Mitochondria
190,C1,1,HPA022957,B9D1,"Cytoplasm,Nuclear bodies"
190,C1,2,HPA022957,B9D1,"Cytoplasm,Nuclear bodies"
190,C11,1,HPA020357,TSPAN33,Cytoskeleton (Microtubules)
190,C11,2,HPA020357,TSPAN33,Cytoskeleton (Microtubules)
190,C3,1,HPA021882,LRRC46,Cytoplasm
190,C3,2,HPA021882,LRRC46,Cytoplasm
190,C5,1,HPA021844,LRSAM1,Cytoplasm
190,C5,2,HPA021844,LRSAM1,Cytoplasm
190,C6,1,HPA021626,TACO1,"Mitochondria,Nucleoplasm"
190,C6,2,HPA021626,TACO1,"Mitochondria,Nucleoplasm"
190,C9,1,HPA021310,C9orf43,Cytoplasm
190,C9,2,HPA021310,C9orf43,Cytoplasm
190,D1,1,HPA021557,SMCR8,Nucleoplasm
190,D1,2,HPA021557,SMCR8,Nucleoplasm
190,D10,1,HPA020856,BCL2L12,NULL
190,D10,2,HPA020856,BCL2L12,NULL
190,D11,1,HPA020375,ZNF783,"Plasma membrane,Cytoplasm"
190,D11,2,HPA020375,ZNF783,"Plasma membrane,Cytoplasm"
190,D12,1,HPA020637,AASS,Vesicles
190,D12,2,HPA020637,AASS,Vesicles
190,D2,1,HPA022251,NYAP1,Vesicles
190,D2,2,HPA022251,NYAP1,Vesicles
190,D3,1,HPA021878,EIF4A3,Nucleoplasm
190,D3,2,HPA021878,EIF4A3,Nucleoplasm
190,D4,1,HPA022015,CDR2L,Cytoplasm
190,D4,2,HPA022015,CDR2L,Cytoplasm
190,D5,1,HPA021284,FAM129B,"Plasma membrane,Cytoplasm,Nucleoplasm"
190,D5,2,HPA021284,FAM129B,"Plasma membrane,Cytoplasm,Nucleoplasm"
190,D8,1,HPA020584,ERMP1,"Nucleus,Nucleoli"
190,D8,2,HPA020584,ERMP1,"Nucleus,Nucleoli"
190,E1,1,HPA022925,MRPL50,Cytoplasm
190,E1,2,HPA022925,MRPL50,Cytoplasm
190,E10,1,HPA020870,GUCY1B3,Vesicles
190,E11,1,HPA020136,SERPINB5,Vesicles
190,E11,2,HPA020136,SERPINB5,Vesicles
190,E2,1,HPA021865,ASMTL,Cytoplasm
190,E2,2,HPA021865,ASMTL,Cytoplasm
190,E4,1,HPA021603,TP53BP2,"Plasma membrane,Cytoplasm,Cell Junctions"
190,E4,2,HPA021603,TP53BP2,"Plasma membrane,Cytoplasm,Cell Junctions"
190,E5,1,HPA021527,MCM3AP,"Nuclear membrane,Cytoplasm"
190,E5,2,HPA021527,MCM3AP,"Nuclear membrane,Cytoplasm"
190,E6,1,HPA021662,VPS13A,NULL
190,E6,2,HPA021662,VPS13A,NULL
190,E8,1,HPA020999,GIGYF1,Vesicles
190,E8,2,HPA020999,GIGYF1,Vesicles
190,F11,1,HPA020324,RRP1B,Nucleoli
190,F11,2,HPA020324,RRP1B,Nucleoli
190,F2,1,HPA021573,ZNF750,"Nucleus,Nucleoli,Vesicles"
190,F2,2,HPA021573,ZNF750,"Nucleus,Nucleoli,Vesicles"
190,F5,1,HPA021624,ACTL7A,Nucleus
190,F5,2,HPA021624,ACTL7A,Nucleus
190,F9,1,HPA020853,ZNF250,"Cytoplasm,Nuclear speckles"
190,F9,2,HPA020853,ZNF250,"Cytoplasm,Nuclear speckles"
190,G1,1,HPA022416,TWISTNB,"Nucleus,Nucleoli (Fibrillar center)"
190,G1,2,HPA022416,TWISTNB,"Nucleus,Nucleoli (Fibrillar center)"
190,G10,1,HPA020397,AGBL3,Cytoplasm
190,G10,2,HPA020397,AGBL3,Cytoplasm
190,G2,1,HPA021593,PECR,Vesicles
190,G2,2,HPA021593,PECR,Vesicles
190,G3,1,HPA022479,SPAG5,"Cytoplasm,Nuclear bodies"
190,G3,2,HPA022479,SPAG5,"Cytoplasm,Nuclear bodies"
190,G4,1,HPA021995,ECHS1,Mitochondria
190,G4,2,HPA021995,ECHS1,Mitochondria
190,G5,1,HPA021571,PDCL,NULL
190,G5,2,HPA021571,PDCL,NULL
190,G7,1,HPA021325,C9orf135,"Nucleoli,Cytoplasm"
190,G7,2,HPA021325,C9orf135,"Nucleoli,Cytoplasm"
190,G9,1,HPA020468,CNTRL,"Cytoplasm,Centrosome"
190,G9,2,HPA020468,CNTRL,"Cytoplasm,Centrosome"
190,H10,1,HPA020116,LSM8,"Vesicles,Nucleoplasm"
190,H10,2,HPA020116,LSM8,"Vesicles,Nucleoplasm"
190,H11,1,HPA020381,SLC25A25,Vesicles
190,H11,2,HPA020381,SLC25A25,Vesicles
190,H3,1,HPA022283,ZNF462,Nucleoplasm
190,H3,2,HPA022283,ZNF462,Nucleoplasm
190,H5,1,HPA021768,RBM33,Nuclear speckles
190,H5,2,HPA021768,RBM33,Nuclear speckles
190,H8,1,HPA021088,ZCCHC7,"Nucleoli,Cytoplasm"
190,H8,2,HPA021088,ZCCHC7,"Nucleoli,Cytoplasm"
190,H9,1,HPA020992,CHPF2,"Cytoplasm,Nuclear bodies"
190,H9,2,HPA020992,CHPF2,"Cytoplasm,Nuclear bodies"
191,A10,1,HPA020961,HINT2,Mitochondria
191,A10,2,HPA020961,HINT2,Mitochondria
191,A11,1,HPA020549,SHMT2,"Mitochondria,Cytoskeleton (Microtubules)"
191,A11,2,HPA020549,SHMT2,"Mitochondria,Cytoskeleton (Microtubules)"
191,A12,1,HPA020734,AASS,"Mitochondria,Vesicles"
191,A12,2,HPA020734,AASS,"Mitochondria,Vesicles"
191,A2,1,HPA023004,C17orf53,"Cytoplasm,Nucleoplasm"
191,A2,2,HPA023004,C17orf53,"Cytoplasm,Nucleoplasm"
191,A3,1,HPA021942,MAGEA4,"Cytoplasm,Nuclear speckles"
191,A3,2,HPA021942,MAGEA4,"Cytoplasm,Nuclear speckles"
191,A4,1,HPA022133,TP53BP1,Nuclear bodies
191,A4,2,HPA022133,TP53BP1,Nuclear bodies
191,A5,1,HPA021633,EFCAB13,Nucleus
191,A5,2,HPA021633,EFCAB13,Nucleus
191,A7,1,HPA021332,NQO2,"Cytoplasm,Nucleoplasm"
191,A7,2,HPA021332,NQO2,"Cytoplasm,Nucleoplasm"
191,A8,1,HPA021191,CROCC,"Plasma membrane,Cytoskeleton (Actin filaments),Centrosome"
191,A8,2,HPA021191,CROCC,"Plasma membrane,Cytoskeleton (Actin filaments),Centrosome"
191,A9,1,HPA020225,HBP1,Nucleoplasm
191,A9,2,HPA020225,HBP1,Nucleoplasm
191,B11,1,HPA020344,CWC27,Nucleus
191,B11,2,HPA020344,CWC27,Nucleus
191,B4,1,HPA022134,ATF2,Nucleoplasm
191,B4,2,HPA022134,ATF2,Nucleoplasm
191,B5,1,HPA021178,GOLGA2,Golgi apparatus
191,B5,2,HPA021178,GOLGA2,Golgi apparatus
191,B6,1,HPA021643,TACO1,Mitochondria
191,B6,2,HPA021643,TACO1,Mitochondria
191,C1,1,HPA022957,B9D1,"Cytoplasm,Nucleoplasm"
191,C1,2,HPA022957,B9D1,"Cytoplasm,Nucleoplasm"
191,C11,1,HPA020357,TSPAN33,Cytoskeleton (Microtubules)
191,C11,2,HPA020357,TSPAN33,Cytoskeleton (Microtubules)
191,C3,1,HPA021882,LRRC46,Cytoplasm
191,C3,2,HPA021882,LRRC46,Cytoplasm
191,C6,1,HPA021626,TACO1,"Nucleus,Mitochondria"
191,C6,2,HPA021626,TACO1,"Nucleus,Mitochondria"
191,D1,1,HPA021557,SMCR8,Nucleoplasm
191,D1,2,HPA021557,SMCR8,Nucleoplasm
191,D10,1,HPA020856,BCL2L12,Cytoplasm
191,D10,2,HPA020856,BCL2L12,Cytoplasm
191,D11,1,HPA020375,ZNF783,"Plasma membrane,Cytoplasm"
191,D11,2,HPA020375,ZNF783,"Plasma membrane,Cytoplasm"
191,D12,1,HPA020637,AASS,"Mitochondria,Vesicles"
191,D12,2,HPA020637,AASS,"Mitochondria,Vesicles"
191,D2,1,HPA022251,NYAP1,Vesicles
191,D2,2,HPA022251,NYAP1,Vesicles
191,D3,1,HPA021878,EIF4A3,Nucleoplasm
191,D3,2,HPA021878,EIF4A3,Nucleoplasm
191,D4,1,HPA022015,CDR2L,Cytoplasm
191,D4,2,HPA022015,CDR2L,Cytoplasm
191,D5,1,HPA021284,FAM129B,"Cytoplasm,Nucleoplasm"
191,D5,2,HPA021284,FAM129B,"Cytoplasm,Nucleoplasm"
191,D8,1,HPA020584,ERMP1,"Nucleus,Nucleoli"
191,D8,2,HPA020584,ERMP1,"Nucleus,Nucleoli"
191,E1,1,HPA022925,MRPL50,Cytoplasm
191,E1,2,HPA022925,MRPL50,Cytoplasm
191,E10,1,HPA020870,GUCY1B3,Vesicles
191,E10,2,HPA020870,GUCY1B3,Vesicles
191,E11,1,HPA020136,SERPINB5,"Vesicles,Nucleoplasm"
191,E11,2,HPA020136,SERPINB5,"Vesicles,Nucleoplasm"
191,E2,1,HPA021865,ASMTL,Cytoplasm
191,E2,2,HPA021865,ASMTL,Cytoplasm
191,E4,1,HPA021603,TP53BP2,"Plasma membrane,Cytoplasm,Cell Junctions"
191,E4,2,HPA021603,TP53BP2,"Plasma membrane,Cytoplasm,Cell Junctions"
191,E5,1,HPA021527,MCM3AP,"Nuclear membrane,Cytoplasm"
191,E5,2,HPA021527,MCM3AP,"Nuclear membrane,Cytoplasm"
191,F11,1,HPA020324,RRP1B,Nucleoli
191,F11,2,HPA020324,RRP1B,Nucleoli
191,F2,1,HPA021573,ZNF750,"Nucleus,Nucleoli"
191,F2,2,HPA021573,ZNF750,"Nucleus,Nucleoli"
191,F5,1,HPA021624,ACTL7A,Nucleus
191,F5,2,HPA021624,ACTL7A,Nucleus
191,F9,1,HPA020853,ZNF250,Nuclear speckles
191,F9,2,HPA020853,ZNF250,Nuclear speckles
191,G1,1,HPA022416,TWISTNB,"Nucleus,Nucleoli (Fibrillar center)"
191,G1,2,HPA022416,TWISTNB,"Nucleus,Nucleoli (Fibrillar center)"
191,G11,1,HPA020427,HDHD3,NULL
191,G11,2,HPA020427,HDHD3,NULL
191,G2,1,HPA021593,PECR,Vesicles
191,G2,2,HPA021593,PECR,Vesicles
191,G3,1,HPA022479,SPAG5,"Cytoplasm,Nuclear bodies"
191,G3,2,HPA022479,SPAG5,"Cytoplasm,Nuclear bodies"
191,G4,1,HPA021995,ECHS1,Mitochondria
191,G4,2,HPA021995,ECHS1,Mitochondria
191,G5,1,HPA021571,PDCL,Cytoplasm
191,G5,2,HPA021571,PDCL,Cytoplasm
191,G7,1,HPA021325,C9orf135,"Cytoplasm,Nucleoli (Fibrillar center)"
191,G7,2,HPA021325,C9orf135,"Cytoplasm,Nucleoli (Fibrillar center)"
191,H11,1,HPA020381,SLC25A25,"Mitochondria,Vesicles"
191,H11,2,HPA020381,SLC25A25,"Mitochondria,Vesicles"
191,H3,1,HPA022283,ZNF462,Nucleoplasm
191,H3,2,HPA022283,ZNF462,Nucleoplasm
191,H5,1,HPA021768,RBM33,Nucleoplasm
191,H5,2,HPA021768,RBM33,Nucleoplasm
191,H7,1,HPA021275,LRGUK,"Cytoplasm,Nucleoplasm"
191,H7,2,HPA021275,LRGUK,"Cytoplasm,Nucleoplasm"
191,H8,1,HPA021088,ZCCHC7,"Nucleoli,Cytoplasm"
191,H8,2,HPA021088,ZCCHC7,"Nucleoli,Cytoplasm"
191,H9,1,HPA020992,CHPF2,"Cytoplasm,Nucleoplasm"
191,H9,2,HPA020992,CHPF2,"Cytoplasm,Nucleoplasm"
192,A1,1,HPA022274,MFSD6,"Cytoplasm,Nucleoplasm"
192,A1,2,HPA022274,MFSD6,"Cytoplasm,Nucleoplasm"
192,A10,1,HPA023371,DCXR,Nucleoli
192,A10,2,HPA023371,DCXR,Nucleoli
192,A11,1,HPA023400,ZNF324B,Nucleoli
192,A11,2,HPA023400,ZNF324B,Nucleoli
192,A12,1,HPA023399,ARFGEF1,"Cytoplasm,Golgi apparatus,Nucleoplasm"
192,A12,2,HPA023399,ARFGEF1,"Cytoplasm,Golgi apparatus,Nucleoplasm"
192,A2,1,HPA022997,FXR2,Cytoplasm
192,A2,2,HPA022997,FXR2,Cytoplasm
192,A3,1,HPA021641,SGSM2,"Cytoplasm,Nucleoplasm"
192,A3,2,HPA021641,SGSM2,"Cytoplasm,Nucleoplasm"
192,A4,1,HPA022989,CALCOCO2,"Cytoplasm,Vesicles"
192,A4,2,HPA022989,CALCOCO2,"Cytoplasm,Vesicles"
192,A6,1,HPA023031,RNMTL1,"Cytoplasm,Nucleoplasm"
192,A6,2,HPA023031,RNMTL1,"Cytoplasm,Nucleoplasm"
192,A7,1,HPA023152,MTFR1,"Cytoplasm,Mitochondria"
192,A7,2,HPA023152,MTFR1,"Cytoplasm,Mitochondria"
192,A8,1,HPA023235,CPQ,"Golgi apparatus,Vesicles"
192,A8,2,HPA023235,CPQ,"Golgi apparatus,Vesicles"
192,A9,1,HPA023321,CNTROB,"Cytoplasm,Centrosome"
192,A9,2,HPA023321,CNTROB,"Cytoplasm,Centrosome"
192,B1,1,HPA021946,TMIGD1,"Cytoplasm,Mitochondria"
192,B1,2,HPA021946,TMIGD1,"Cytoplasm,Mitochondria"
192,B10,1,HPA023373,MRPL45,Mitochondria
192,B10,2,HPA023373,MRPL45,Mitochondria
192,B11,1,HPA023438,ZBTB37,"Nucleus,Cytoplasm,Nucleoli (Fibrillar center)"
192,B11,2,HPA023438,ZBTB37,"Nucleus,Cytoplasm,Nucleoli (Fibrillar center)"
192,B3,1,HPA022949,NMT1,"Plasma membrane,Cytoplasm"
192,B3,2,HPA022949,NMT1,"Plasma membrane,Cytoplasm"
192,B4,3,HPA023010,TTC19,Mitochondria
192,B4,4,HPA023010,TTC19,Mitochondria
192,B8,1,HPA023211,GRPEL2,Mitochondria
192,B8,2,HPA023211,GRPEL2,Mitochondria
192,B9,1,HPA023322,MARCH10,"Plasma membrane,Cytoplasm"
192,B9,2,HPA023322,MARCH10,"Plasma membrane,Cytoplasm"
192,C10,1,HPA023384,DUS1L,Plasma membrane
192,C10,2,HPA023384,DUS1L,Plasma membrane
192,C11,1,HPA023455,TRIM68,"Cytoplasm,Golgi apparatus,Nucleoplasm"
192,C11,2,HPA023455,TRIM68,"Cytoplasm,Golgi apparatus,Nucleoplasm"
192,C2,1,HPA022821,CDC42BPB,"Cytoplasm,Nuclear speckles"
192,C2,2,HPA022821,CDC42BPB,"Cytoplasm,Nuclear speckles"
192,C3,1,HPA022961,"RNASEK-C17orf49,C17orf49",Nucleoplasm
192,C3,2,HPA022961,"RNASEK-C17orf49,C17orf49",Nucleoplasm
192,C4,1,HPA023043,"MRPL12,RP13-1032I1.10",Mitochondria
192,C4,2,HPA023043,"MRPL12,RP13-1032I1.10",Mitochondria
192,C5,1,HPA023117,EIF3H,Cytoplasm
192,C5,2,HPA023117,EIF3H,Cytoplasm
192,C9,1,HPA023329,ATPAF2,Cytoplasm
192,C9,2,HPA023329,ATPAF2,Cytoplasm
192,D11,1,HPA023487,ZBTB2,"Cytoplasm,Nucleoplasm"
192,D11,2,HPA023487,ZBTB2,"Cytoplasm,Nucleoplasm"
